,second_name,first_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,transfers_out,value_season,bonus,bps,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,points_per_game,value_form,value_season,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,id_x,id_y,plural_name,singular_name,pos_short,id,name,full_name
383,Alexander-Arnold,Trent,11,2,23.6,84,1408,2026241,1407690,11.5,18,429,97,1.42,3.87,5.29,16.80,0.09,0.25,0.34,1.07,5.7,1.0,11.5,2,4,7,13,0,0,0,4,0,0,290,2,Defenders,Defender,DF,11,Liverpool,Trent Alexander-Arnold
384,Ramses Becker,Alisson,11,1,11.5,56,1530,940300,872305,13.6,9,370,76,0.00,0.00,0.00,19.61,0.0,0.0,0.0,1.15,4.5,0.5,13.6,0,0,6,13,0,0,0,1,0,50,291,1,Goalkeepers,Goalkeeper,GK,11,Liverpool,Alisson
385,Bajcetic,Stefan,11,3,0.0,47,0,1054,4966,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,292,3,Midfielders,Midfielder,MF,11,Liverpool,Stefan Bajcetic
386,Nunez Ribeiro,Darwin,11,4,13.6,75,1048,2530197,2596202,9.6,6,209,72,7.07,1.59,8.66,13.07,0.61,0.14,0.75,1.12,4.0,0.4,9.6,5,7,5,9,0,0,0,4,0,0,293,4,Forwards,Forward,FW,11,Liverpool,Darwin Nunez
387,Teixeira da Silva,Diogo,11,3,1.1,77,638,335919,539607,6.5,2,151,50,2.88,0.61,3.49,7.31,0.41,0.09,0.5,1.03,3.8,0.1,6.5,5,2,3,5,0,0,0,1,1,0,294,3,Midfielders,Midfielder,MF,11,Liverpool,Diogo Jota
388,Elliott,Harvey,11,3,0.2,48,398,20504,27762,5.8,0,121,28,0.56,1.56,2.12,5.13,0.13,0.35,0.48,1.16,1.8,0.4,5.8,1,2,1,2,0,0,0,1,0,0,295,3,Midfielders,Midfielder,MF,11,Liverpool,Harvey Elliott
389,Tavares,Fabio Henrique,11,3,0.0,50,0,0,1095,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,296,3,Midfielders,Midfielder,MF,11,Liverpool,Fabio Henrique Tavares
390,Gakpo,Cody,11,4,2.2,72,779,180404,612021,5.1,3,117,37,3.70,0.49,4.19,10.15,0.43,0.06,0.49,1.17,2.2,0.3,5.1,2,1,3,9,0,0,0,0,0,0,297,4,Forwards,Forward,FW,11,Liverpool,Cody Gakpo
391,Gomez,Joe,11,2,1.2,45,833,140665,59185,8.4,1,179,38,0.69,0.29,0.98,10.50,0.07,0.03,0.1,1.13,2.4,0.6,8.4,0,0,4,5,0,0,0,2,0,0,298,2,Defenders,Defender,DF,11,Liverpool,Joe Gomez
392,Henderson,Jordan,11,3,0.0,50,0,0,806,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,299,3,Midfielders,Midfielder,MF,11,Liverpool,Jordan Henderson
393,Jones,Curtis,11,3,0.1,49,482,5907,13995,3.1,0,56,15,0.30,0.41,0.71,9.03,0.06,0.08,0.14,1.69,1.4,0.3,3.1,0,1,1,6,0,0,0,1,1,0,300,3,Midfielders,Midfielder,MF,11,Liverpool,Curtis Jones
394,Kelleher,Caoimhin,11,1,1.3,38,180,261913,160108,1.8,0,41,7,0.00,0.00,0.00,1.88,0.0,0.0,0.0,0.94,3.5,0.3,1.8,0,0,1,3,0,0,0,0,0,3,301,1,Goalkeepers,Goalkeeper,GK,11,Liverpool,Caoimhin Kelleher
395,Konate,Ibrahima,11,2,1.8,49,791,255434,263727,7.1,0,182,35,0.37,0.16,0.53,9.37,0.04,0.02,0.06,1.07,2.7,0.5,7.1,0,0,4,8,0,0,0,2,0,0,302,2,Defenders,Defender,DF,11,Liverpool,Ibrahima Konate
396,Diaz,Luis,11,3,5.7,73,1087,1517592,1676611,7.5,1,139,55,3.82,1.63,5.45,14.43,0.32,0.13,0.45,1.19,3.1,0.3,7.5,3,2,4,12,0,0,0,1,0,0,303,3,Midfielders,Midfielder,MF,11,Liverpool,Luis Diaz
397,Mac Allister,Alexis,11,3,2.7,58,1086,164253,1009269,5.3,3,164,31,0.20,1.10,1.30,15.36,0.02,0.09,0.11,1.27,2.2,0.3,5.3,1,1,3,12,0,0,0,5,1,0,304,3,Midfielders,Midfielder,MF,11,Liverpool,Alexis Mac Allister
398,Matip,Joel,11,2,0.3,49,779,68109,77434,4.3,0,145,21,0.48,0.11,0.59,11.21,0.06,0.01,0.07,1.3,2.1,0.0,4.3,0,0,2,9,1,0,0,2,0,0,305,2,Defenders,Defender,DF,11,Liverpool,Joel Matip
399,Phillips,Nathaniel,11,2,0.1,40,0,2433,18286,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,306,2,Defenders,Defender,DF,11,Liverpool,Nathaniel Phillips
400,Robertson,Andrew,11,2,2.3,64,720,468164,717273,4.1,3,167,26,0.47,0.99,1.46,11.37,0.06,0.12,0.18,1.42,3.2,0.0,4.1,1,0,1,9,0,0,0,1,0,0,307,2,Defenders,Defender,DF,11,Liverpool,Andrew Robertson
401,Salah,Mohamed,11,3,55.3,133,1650,4017324,1253983,10.5,18,417,140,11.11,4.63,15.74,20.13,0.61,0.25,0.86,1.1,7.4,0.4,10.5,12,7,7,15,0,0,1,2,0,0,308,3,Midfielders,Midfielder,MF,11,Liverpool,Mohamed Salah
402,Szoboszlai,Dominik,11,3,5.7,71,1528,857555,739416,10.0,6,315,71,1.63,3.33,4.96,19.04,0.1,0.2,0.3,1.12,3.7,0.5,10.0,2,4,7,14,0,0,0,1,0,0,309,3,Midfielders,Midfielder,MF,11,Liverpool,Dominik Szoboszlai
403,Alcantara do Nascimento,Thiago,11,3,0.1,48,0,2130,19666,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,310,3,Midfielders,Midfielder,MF,11,Liverpool,Thiago Alcantara do Nascimento
404,Tsimikas,Konstantinos,11,2,5.4,47,662,1861332,1338657,9.6,4,191,45,0.04,1.18,1.22,8.29,0.01,0.16,0.17,1.13,4.5,0.5,9.6,0,3,4,7,0,0,0,0,0,0,311,2,Defenders,Defender,DF,11,Liverpool,Kostas Tsimikas
405,van den Berg,Sepp,11,2,0.0,40,0,0,2362,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,312,2,Defenders,Defender,DF,11,Liverpool,Sepp van den Berg
406,van Dijk,Virgil,11,2,11.1,62,1467,876072,827229,11.3,8,346,70,1.60,0.57,2.17,21.67,0.1,0.03,0.13,1.33,4.1,0.9,11.3,1,2,6,15,0,0,0,1,1,0,313,2,Defenders,Defender,DF,11,Liverpool,Virgil van Dijk
407,Quansah,Jarell,11,2,0.1,40,261,18725,12579,3.0,0,57,12,0.06,0.03,0.09,2.29,0.02,0.01,0.03,0.79,2.0,0.3,3.0,0,0,1,1,0,0,0,0,0,0,626,2,Defenders,Defender,DF,11,Liverpool,Jarell Quansah
408,Clark,Bobby,11,3,0.0,44,0,1437,2042,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,627,3,Midfielders,Midfielder,MF,11,Liverpool,Bobby Clark
409,Doak,Ben,11,3,0.0,44,13,5135,7634,0.2,0,3,1,0.00,0.00,0.00,0.14,0.0,0.0,0.0,0.97,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,628,3,Midfielders,Midfielder,MF,11,Liverpool,Ben Doak
410,McConnell,James,11,3,0.0,44,1,1123,1606,0.2,0,3,1,0.00,0.00,0.00,0.01,0.0,0.0,0.0,0.9,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,629,3,Midfielders,Midfielder,MF,11,Liverpool,James McConnell
411,Endo,Wataru,11,3,0.1,54,623,14027,10466,4.4,0,97,24,0.23,0.32,0.55,8.55,0.03,0.05,0.08,1.24,1.7,0.5,4.4,1,0,4,3,0,0,0,4,0,0,668,3,Midfielders,Midfielder,MF,11,Liverpool,Wataru Endo
412,Gravenberch,Ryan,11,3,0.1,50,595,28181,22595,4.4,0,77,22,1.42,0.68,2.10,6.63,0.21,0.1,0.31,1.0,1.6,0.4,4.4,0,0,3,6,0,0,0,0,0,0,708,3,Midfielders,Midfielder,MF,11,Liverpool,Ryan Gravenberch
413,Chambers,Luke,11,2,0.0,40,0,1871,1241,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,726,2,Defenders,Defender,DF,11,Liverpool,Luke Chambers
414,Scanlon,Callum,11,2,0.0,40,0,549,511,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,728,2,Defenders,Defender,DF,11,Liverpool,Callum Scanlon
415,Nyoni,Treymaurice,11,3,0.0,45,0,124,91,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,743,3,Midfielders,Midfielder,MF,11,Liverpool,Treymaurice Nyoni
416,de Araujo Pitaluga Filho,Marcelo,11,1,0.0,40,0,98,65,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,756,1,Goalkeepers,Goalkeeper,GK,11,Liverpool,Marcelo de Araujo Pitaluga Filho
417,Bradley,Conor,11,2,0.0,40,0,271,112,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,757,2,Defenders,Defender,DF,11,Liverpool,Conor Bradley
418,Sambi Lokonga,Albert,12,3,0.0,49,317,1665,2528,2.7,1,48,13,0.09,0.05,0.14,5.01,0.03,0.01,0.04,1.42,2.6,0.4,2.7,0,1,1,4,0,0,0,0,0,0,21,3,Midfielders,Midfielder,MF,12,Luton,Albert Sambi Lokonga
419,Nakamba,Marvelous,12,3,0.8,44,1131,178072,222368,4.8,0,131,21,0.18,0.49,0.67,26.26,0.01,0.04,0.05,2.09,1.6,0.0,4.8,0,0,0,24,0,0,0,5,0,0,52,3,Midfielders,Midfielder,MF,12,Luton,Marvelous Nakamba
420,Adebayo,Elijah,12,4,1.1,48,722,127835,127686,9.2,3,131,44,2.38,0.28,2.66,17.08,0.3,0.03,0.33,2.13,2.4,0.8,9.2,4,0,1,17,0,0,0,1,0,0,314,4,Forwards,Forward,FW,12,Luton,Elijah Adebayo
421,Andersen,Mads Juel,12,2,0.8,39,397,203674,204125,3.8,1,75,15,0.26,0.00,0.26,7.64,0.06,0.0,0.06,1.73,1.9,0.1,3.8,1,0,0,6,0,0,0,1,0,0,315,2,Defenders,Defender,DF,12,Luton,Mads Juel Andersen
422,Bell,Amari'i,12,2,3.2,39,1085,158968,630585,5.4,1,152,21,0.38,0.30,0.68,24.77,0.03,0.02,0.05,2.05,1.6,0.5,5.4,0,0,1,24,0,0,0,0,0,0,316,2,Defenders,Defender,DF,12,Luton,Amari'i Bell
423,Berry,Luke,12,3,0.0,47,26,1300,6246,0.4,0,6,2,0.00,0.00,0.00,1.22,0.0,0.0,0.0,4.22,1.0,0.0,0.4,0,0,0,1,0,0,0,0,0,0,317,3,Midfielders,Midfielder,MF,12,Luton,Luke Berry
424,Burke,Reece,12,2,0.1,40,595,24956,21487,3.2,0,79,13,0.37,0.19,0.56,12.33,0.06,0.03,0.09,1.87,1.6,0.0,3.2,0,1,0,12,0,0,0,1,0,0,318,2,Defenders,Defender,DF,12,Luton,Reece Burke
425,Campbell,Allan,12,3,0.0,49,0,182,3855,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,319,3,Midfielders,Midfielder,MF,12,Luton,Allan Campbell
426,Clark,Jordan,12,3,0.0,48,79,686,1597,0.8,0,12,4,0.00,0.07,0.07,3.54,0.0,0.08,0.08,4.03,0.8,0.1,0.8,0,0,0,3,0,0,0,1,0,0,320,3,Midfielders,Midfielder,MF,12,Luton,Jordan Clark
427,Doughty,Alfie,12,2,0.7,44,1225,95870,40573,11.1,8,231,49,0.43,2.19,2.62,29.04,0.03,0.16,0.19,2.13,2.9,1.1,11.1,1,3,1,25,0,0,0,2,0,0,321,2,Defenders,Defender,DF,12,Luton,Alfie Doughty
428,Freeman,Luke,12,3,0.0,49,0,59,1916,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,322,3,Midfielders,Midfielder,MF,12,Luton,Luke Freeman
429,Macey,Matt,12,1,0.2,40,0,1324,42087,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,323,1,Goalkeepers,Goalkeeper,GK,12,Luton,Matt Macey
430,McAtee,John,12,4,0.5,45,0,7174,232105,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,324,4,Forwards,Forward,FW,12,Luton,John McAtee
431,Mendes Gomes,Carlos,12,3,0.0,45,0,0,1445,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,325,3,Midfielders,Midfielder,MF,12,Luton,Carlos Mendes Gomes
432,Morris,Carlton,12,4,2.2,51,1219,1103149,1026816,12.2,7,164,62,3.97,0.63,4.60,27.90,0.29,0.05,0.34,2.06,3.4,0.5,12.2,3,4,2,24,0,0,0,1,0,0,326,4,Forwards,Forward,FW,12,Luton,Carlton Morris
433,Muskwe,Admiral,12,4,0.1,45,0,1383,18322,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,327,4,Forwards,Forward,FW,12,Luton,Admiral Muskwe
434,Ogbene,Chiedozie,12,4,0.2,49,963,20154,23511,7.1,2,154,35,0.90,1.79,2.69,23.37,0.08,0.17,0.25,2.18,2.1,0.2,7.1,1,1,1,18,0,0,0,0,0,0,328,4,Forwards,Forward,FW,12,Luton,Chiedozie Ogbene
435,Onyedinma,Fred,12,3,0.0,50,0,0,202,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,329,3,Midfielders,Midfielder,MF,12,Luton,Fred Onyedinma
436,Osho,Gabriel,12,2,0.0,44,686,4397,3565,4.3,0,113,19,0.16,0.01,0.17,18.99,0.02,0.0,0.02,2.49,2.4,0.6,4.3,1,0,1,14,0,0,0,1,0,0,330,2,Defenders,Defender,DF,12,Luton,Gabriel Osho
437,Pepple,Aribim,12,4,0.1,45,0,838,17174,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,331,4,Forwards,Forward,FW,12,Luton,Aribim Pepple
438,Pereira,Dion,12,3,0.0,44,0,1744,17318,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,332,3,Midfielders,Midfielder,MF,12,Luton,Dion Pereira
439,Potts,Dan,12,2,0.1,39,0,8451,10040,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,333,2,Defenders,Defender,DF,12,Luton,Dan Potts
440,Rea,Glen,12,3,0.0,44,0,883,5206,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,334,3,Midfielders,Midfielder,MF,12,Luton,Glen Rea
441,Shea,James,12,1,0.1,43,0,2433,12122,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,335,1,Goalkeepers,Goalkeeper,GK,12,Luton,James Shea
442,Taylor,Joe,12,4,0.1,45,0,0,24702,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,336,4,Forwards,Forward,FW,12,Luton,Joe Taylor
443,Thorpe,Elliot,12,3,0.0,45,0,14,596,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,337,3,Midfielders,Midfielder,MF,12,Luton,Elliot Thorpe
444,Walton,Jack,12,1,0.0,40,0,0,771,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,338,1,Goalkeepers,Goalkeeper,GK,12,Luton,Jack Walton
445,Watson,Louie,12,3,0.1,44,0,3951,28258,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,339,3,Midfielders,Midfielder,MF,12,Luton,Louie Watson
446,Woodrow,Cauley,12,4,0.7,44,74,125372,136596,1.6,0,29,7,0.61,0.44,1.05,1.60,0.74,0.54,1.28,1.95,1.0,0.0,1.6,0,0,0,2,0,0,0,0,0,0,340,4,Forwards,Forward,FW,12,Luton,Cauley Woodrow
447,Mengi,Teden,12,2,2.3,40,1040,295958,89942,6.5,1,144,26,0.32,0.18,0.50,23.94,0.03,0.02,0.05,2.07,2.0,0.4,6.5,1,0,1,20,0,0,0,1,0,0,393,2,Defenders,Defender,DF,12,Luton,Teden Mengi
448,Giles,Ryan,12,2,0.1,43,498,9466,17754,2.6,0,81,11,0.12,0.56,0.68,14.04,0.02,0.1,0.12,2.54,1.0,0.2,2.6,0,0,0,14,0,0,0,0,0,0,553,2,Defenders,Defender,DF,12,Luton,Ryan John Giles
449,Lockyer,Tom,12,2,0.2,43,1169,31677,34425,5.3,1,162,23,0.99,0.29,1.28,27.64,0.08,0.02,0.1,2.13,1.6,0.1,5.3,1,1,0,23,1,0,0,4,0,0,575,2,Defenders,Defender,DF,12,Luton,Tom Lockyer
450,Mpanzu,Pelly Ruddock,12,3,0.0,47,724,3664,6840,5.1,0,71,24,0.46,1.36,1.82,17.87,0.06,0.17,0.23,2.22,1.5,0.2,5.1,0,0,1,14,0,0,0,0,0,0,582,3,Midfielders,Midfielder,MF,12,Luton,Pelly Ruddock Mpanzu
451,Chong,Tahith,12,3,0.1,48,679,11482,17842,4.6,0,60,22,0.90,0.25,1.15,18.09,0.12,0.03,0.15,2.4,1.6,0.1,4.6,1,0,0,17,0,0,0,3,0,0,586,3,Midfielders,Midfielder,MF,12,Luton,Tahith Chong
452,Kabore,Issa,12,2,4.5,40,1002,563909,681847,6.2,3,135,25,0.22,1.20,1.42,23.50,0.02,0.11,0.13,2.11,1.8,0.1,6.2,0,2,0,21,0,0,0,4,0,0,602,2,Defenders,Defender,DF,12,Luton,Issa Kabore
453,Kaminski,Thomas,12,1,0.3,45,1620,54783,43053,9.1,1,289,41,0.00,0.02,0.02,38.73,0.0,0.0,0.0,2.15,2.3,0.5,9.1,0,0,1,34,0,0,0,3,0,66,614,1,Goalkeepers,Goalkeeper,GK,12,Luton,Thomas Kaminski
454,Barkley,Ross,12,3,0.2,49,983,25498,25078,6.7,0,159,33,1.17,0.88,2.05,23.99,0.11,0.08,0.19,2.2,2.5,0.8,6.7,1,2,1,22,0,0,0,3,0,0,630,3,Midfielders,Midfielder,MF,12,Luton,Ross Barkley
455,Brown,Jacob,12,4,0.2,49,957,31738,27626,7.8,3,110,38,2.63,0.42,3.05,27.21,0.25,0.04,0.29,2.56,2.2,0.5,7.8,2,1,1,24,0,0,0,3,0,0,631,4,Forwards,Forward,FW,12,Luton,Jacob Brown
456,Francis-Clarke,Aidan,12,2,0.0,40,0,713,1367,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,648,2,Defenders,Defender,DF,12,Luton,Aidan Francis-Clarke
457,Krul,Tim,12,1,0.0,44,0,3134,3205,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,665,1,Goalkeepers,Goalkeeper,GK,12,Luton,Tim Krul
458,Johnson,Joseph,12,2,0.0,40,0,4281,2974,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,682,2,Defenders,Defender,DF,12,Luton,Joseph Johnson
459,Townsend,Andros,12,3,0.3,50,556,33484,7875,7.4,3,124,37,1.16,0.89,2.05,12.25,0.19,0.14,0.33,1.98,3.7,1.0,7.4,1,3,3,11,0,0,0,0,0,0,727,3,Midfielders,Midfielder,MF,12,Luton,Andros Townsend
460,Luker,Jayden,12,3,0.0,45,0,706,483,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,729,3,Midfielders,Midfielder,MF,12,Luton,Jayden Luker
461,Nelson,Zack,12,3,0.0,45,0,765,482,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,734,3,Midfielders,Midfielder,MF,12,Luton,Zack Nelson
462,Akanji,Manuel,13,2,5.2,49,1171,1059706,1096708,8.8,1,233,43,0.62,0.72,1.34,13.11,0.05,0.06,0.11,1.01,3.1,0.2,8.8,2,0,3,16,0,0,0,2,1,0,341,2,Defenders,Defender,DF,13,Man City,Manuel Akanji
463,Ake,Nathan,13,2,5.5,50,915,757869,762141,9.6,4,231,48,1.31,0.64,1.95,8.63,0.13,0.06,0.19,0.85,3.4,0.4,9.6,2,2,1,12,0,0,0,0,0,0,342,2,Defenders,Defender,DF,13,Man City,Nathan Ake
464,Alvarez,Julian,13,4,30.7,69,1499,5424184,3026645,13.0,13,370,90,5.49,4.60,10.09,14.57,0.33,0.28,0.61,0.87,5.0,0.6,13.0,5,8,6,16,0,0,0,2,0,0,343,4,Forwards,Forward,FW,13,Man City,Julian Alvarez
465,Veiga de Carvalho e Silva,Bernardo,13,3,4.2,64,1268,588086,647460,12.2,13,340,78,1.46,4.28,5.74,14.22,0.1,0.3,0.4,1.01,5.2,0.9,12.2,5,4,2,18,0,0,0,3,0,0,344,3,Midfielders,Midfielder,MF,13,Man City,Bernardo Silva
466,Bobb,Oscar,13,3,0.1,44,69,9420,8455,2.5,0,41,11,0.00,0.64,0.64,1.01,0.0,0.83,0.83,1.32,2.2,0.0,2.5,0,2,0,2,0,0,0,0,0,0,345,3,Midfielders,Midfielder,MF,13,Man City,Oscar Bobb
467,Cancelo,Joao,13,2,1.0,58,0,23685,272552,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,346,2,Defenders,Defender,DF,13,Man City,Joao Cancelo
468,Carson,Scott,13,1,0.1,39,0,6100,6809,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,347,1,Goalkeepers,Goalkeeper,GK,13,Man City,Scott Carson
469,Charles,Shea,13,3,0.0,45,0,0,36,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,348,3,Midfielders,Midfielder,MF,13,Man City,Shea Charles
470,De Bruyne,Kevin,13,3,1.7,102,22,38747,1296916,0.1,0,4,1,0.02,0.16,0.18,0.10,0.08,0.65,0.73,0.41,1.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,349,3,Midfielders,Midfielder,MF,13,Man City,Kevin De Bruyne
471,Gato Alves Dias,Ruben,13,2,6.8,55,1275,594913,719246,6.4,1,225,35,0.73,0.95,1.68,14.52,0.05,0.07,0.12,1.02,2.3,0.2,6.4,0,0,3,18,1,0,0,0,0,0,350,2,Defenders,Defender,DF,13,Man City,Ruben Dias
472,Santana de Moraes,Ederson,13,1,16.2,55,1530,1166836,1277782,8.7,0,280,48,0.00,0.02,0.02,16.60,0.0,0.0,0.0,0.98,2.8,0.3,8.7,0,0,4,20,0,0,0,3,0,30,352,1,Goalkeepers,Goalkeeper,GK,13,Man City,Ederson
473,Foden,Phil,13,3,12.9,76,1424,2116832,1767929,11.1,9,337,84,4.05,2.54,6.59,16.07,0.26,0.16,0.42,1.02,4.7,0.7,11.1,5,4,5,18,0,0,0,1,0,0,353,3,Midfielders,Midfielder,MF,13,Man City,Phil Foden
474,Grealish,Jack,13,3,2.0,72,633,144844,505264,5.3,6,158,38,1.93,1.97,3.90,7.59,0.27,0.28,0.55,1.08,3.5,0.7,5.3,3,1,2,9,0,0,0,5,0,0,354,3,Midfielders,Midfielder,MF,13,Man City,Jack Grealish
475,Haaland,Erling,13,4,57.2,139,1294,1385914,4535145,8.1,15,417,112,14.95,1.17,16.12,13.61,1.04,0.08,1.12,0.95,7.5,0.1,8.1,14,5,4,16,0,0,1,1,0,0,355,4,Forwards,Forward,FW,13,Man City,Erling Haaland
476,Kovacic,Mateo,13,3,0.4,47,692,39900,113891,4.7,0,130,22,0.61,0.80,1.41,5.60,0.08,0.1,0.18,0.73,1.7,0.2,4.7,0,0,3,8,0,0,0,2,0,0,356,3,Midfielders,Midfielder,MF,13,Man City,Mateo Kovacic
477,Laporte,Aymeric,13,2,0.1,49,11,2340,34332,0.2,0,4,1,0.12,0.00,0.12,0.07,0.98,0.0,0.98,0.57,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,357,2,Defenders,Defender,DF,13,Man City,Aymeric Laporte
478,Lewis,Rico,13,2,0.4,43,340,71405,80454,6.7,1,104,29,0.31,0.40,0.71,4.36,0.08,0.11,0.19,1.15,3.6,0.7,6.7,1,0,3,4,0,0,0,1,0,0,358,2,Defenders,Defender,DF,13,Man City,Rico Lewis
479,Mahrez,Riyad,13,3,0.0,75,0,0,5546,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,359,3,Midfielders,Midfielder,MF,13,Man City,Riyad Mahrez
480,Ortega Moreno,Stefan,13,1,0.8,38,90,83363,79815,0.5,0,12,2,0.00,0.00,0.00,0.83,0.0,0.0,0.0,0.83,2.0,0.0,0.5,0,0,0,1,0,0,0,0,0,2,361,1,Goalkeepers,Goalkeeper,GK,13,Man City,Stefan Ortega
481,Perrone,Maximo,13,3,0.0,44,0,332,2247,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,363,3,Midfielders,Midfielder,MF,13,Man City,Maximo Perrone
